0	1.61416361416
0.1	1.62637362637
0.2	1.62759462759
0.3	1.61294261294
0.4	1.60561660562
0.5	1.60195360195
0.6	1.60317460317
0.7	1.6105006105
0.8	1.62271062271
0.9	1.62637362637
1	1.61660561661
1.1	1.60683760684
1.2	1.59951159951
1.3	1.60317460317
1.4	1.61294261294
1.5	1.62271062271
1.6	1.62759462759
1.7	1.61538461538
1.8	1.60683760684
1.9	1.60073260073
2	1.59706959707
2.1	1.60317460317
2.2	1.60805860806
2.3	1.61172161172
2.4	1.61538461538
2.5	1.60317460317
2.6	1.59340659341
2.7	1.5873015873
2.8	1.58852258852
2.9	1.59462759463
3	1.59829059829
3.1	1.59829059829
3.2	1.59218559219
3.3	1.57753357753
3.4	1.57264957265
3.5	1.56776556777
3.6	1.57387057387
3.7	1.57631257631
3.8	1.57509157509
3.9	1.57020757021
4	1.55921855922
4.1	1.55189255189
4.2	1.55067155067
4.3	1.54945054945
4.4	1.55189255189
4.5	1.55311355311
4.6	1.54945054945
4.7	1.54334554335
4.8	1.5347985348
4.9	1.53113553114
5	1.52380952381
5.1	1.52747252747
5.2	1.53235653236
5.3	1.52991452991
5.4	1.52625152625
5.5	1.52136752137
5.6	1.51892551893
5.7	1.51648351648
5.8	1.50793650794
5.9	1.51037851038
6	1.5115995116
6.1	1.51037851038
6.2	1.50793650794
6.3	1.50305250305
6.4	1.49694749695
6.5	1.49450549451
6.6	1.49450549451
6.7	1.49572649573
6.8	1.49450549451
6.9	1.49328449328
7	1.48717948718
7.1	1.48717948718
7.2	1.48473748474
7.3	1.48595848596
7.4	1.48595848596
7.5	1.48717948718
7.6	1.4884004884
7.7	1.48595848596
7.8	1.48717948718
7.9	1.48107448107
8	1.48473748474
8.1	1.48717948718
8.2	1.49084249084
8.3	1.49206349206
8.4	1.49450549451
8.5	1.49206349206
8.6	1.49084249084
8.7	1.49328449328
8.8	1.49572649573
8.9	1.50061050061
9	1.50183150183
9.1	1.50305250305
9.2	1.50427350427
9.3	1.50671550672
9.4	1.50427350427
9.5	1.50671550672
9.6	1.5115995116
9.7	1.51404151404
9.8	1.52014652015
9.9	1.52258852259
10	1.52136752137
10.1	1.52380952381
10.2	1.52258852259
10.3	1.52503052503
10.4	1.52625152625
10.5	1.53113553114
10.6	1.53601953602
10.7	1.53968253968
10.8	1.54212454212
10.9	1.54212454212
11	1.54334554335
11.1	1.54822954823
11.2	1.54945054945
11.3	1.55189255189
11.4	1.55555555556
11.5	1.557997558
11.6	1.55921855922
11.7	1.56288156288
11.8	1.57020757021
11.9	1.56898656899
12	1.58485958486
12.1	1.59096459096
12.2	1.59951159951
12.3	1.59951159951
12.4	1.59829059829
12.5	1.60683760684
12.6	1.60561660562
12.7	1.61294261294
12.8	1.61660561661
12.9	1.62148962149
13	1.62881562882
